,clusters,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
16,3,0.7239348361950286,0.0,5.580534485989814e-05,1.3951336214974534e-05,1.3951336214974534e-05,0.6830992750937981,0.00022322137943959255,0.0,0.0,0.09640373324547404,1.3951336214974534e-05
17,7,0.8641150924553241,0.0,6.190823129784526e-05,6.190823129784526e-05,6.190823129784526e-05,0.265648220499054,0.0003095411564892263,0.0,0.0,0.4274763371116215,6.190823129784526e-05
18,5,0.955430735445478,0.0,3.133484423093627e-05,1.044494807697876e-05,1.044494807697876e-05,0.2862751368938338,0.0001775641173086389,0.0,0.0,0.07210147657538438,1.044494807697876e-05
19,1,0.8813746577296289,0.0,0.00011321931888279894,3.7739772960932984e-05,3.7739772960932984e-05,0.39426740812286687,0.0001886988648046649,0.0,0.0,0.26025347433859386,3.7739772960932984e-05
20,1,0.8975425362992417,0.0,3.721895469659144e-05,7.443790939318287e-06,7.443790939318287e-06,0.4379256647510341,0.0001712071916043206,0.0018609477348295717,1.4887581878636574e-05,0.05133238231753891,7.443790939318287e-06
21,2,0.9966554994688703,0.010863958783747359,5.367568569045138e-06,5.367568569045138e-06,5.367568569045138e-06,0.07138866196830033,8.588109710472221e-05,0.009661623424281248,4.830811712140624e-05,0.03701475285213527,5.367568569045138e-06
22,7,0.925279431245103,0.0,4.495139094661402e-05,4.495139094661402e-05,4.495139094661402e-05,0.1550822987658184,0.0004944653004127543,0.1550822987658184,0.0004944653004127543,0.3094453752764909,0.0
23,2,0.9939282942813724,0.0,1.4997031977085966e-05,1.4997031977085966e-05,1.4997031977085966e-05,0.037987481997958754,0.00016496735174794563,0.002249554796562895,1.4997031977085966e-05,0.10323956813025979,0.0
24,2,0.9990572192744737,0.002429011332973031,4.858022665946062e-06,4.858022665946062e-06,4.858022665946062e-06,0.019553541230432903,0.00010201847598486731,0.003400615866162244,1.943209066378425e-05,0.038533835786284165,0.0
25,7,0.932273318471905,0.0,4.498086068087933e-05,4.498086068087933e-05,4.498086068087933e-05,0.06184868343620908,0.00017992344272351732,0.0,0.0,0.3564283400352878,0.0
26,7,0.9161210639328641,0.0,4.9463909288529993e-05,4.9463909288529993e-05,4.9463909288529993e-05,0.060692216697026305,9.892781857705999e-05,0.060692216697026305,9.892781857705999e-05,0.39160576983729195,0.0
27,4,0.7446012351333114,0.0,8.434540497658716e-05,8.434540497658716e-05,8.434540497658716e-05,0.0,0.0,0.0,0.0,0.6675095349847108,0.0
28,1,0.8648873857488804,0.0,4.3415861942115376e-05,1.4471953980705125e-05,1.4471953980705125e-05,0.48874682983637346,0.0002894390796141025,0.0014471953980705124,1.4471953980705125e-05,0.11442974012543541,1.4471953980705125e-05
29,7,0.9023717410543415,0.0,4.694717970211443e-05,4.694717970211443e-05,4.694717970211443e-05,0.21853912151334268,0.00037557743761691546,0.023473589851057214,4.694717970211443e-05,0.3706949309278955,4.694717970211443e-05
30,2,0.9922770523278409,0.0,1.6730726015217127e-05,5.576908671739043e-06,5.576908671739043e-06,0.11598296964615687,7.249981273260756e-05,0.0,0.0,0.04397950178533409,0.0
31,4,0.786114129304638,0.0,7.844667491314619e-05,7.844667491314619e-05,7.844667491314619e-05,0.0,0.0,0.0,0.0,0.6180813516406789,0.0
32,5,0.9882504377192127,0.0,1.4292900379565648e-05,3.573225094891412e-06,3.573225094891412e-06,0.15023267588961453,8.218417718250247e-05,0.0,0.0,0.028128427946985196,0.0
33,7,0.9166588488941114,0.0,5.079286578900157e-05,5.079286578900157e-05,5.079286578900157e-05,0.0050792865789001575,5.079286578900157e-05,0.0,0.0,0.3996382680278644,0.0
34,2,0.9842801157793372,0.0,2.2455742739992178e-05,2.2455742739992178e-05,2.2455742739992178e-05,0.0,0.0,0.0,0.0,0.1766144166500385,0.0
35,1,0.9239367892957708,0.0,2.9862451677721083e-05,7.465612919430271e-06,7.465612919430271e-06,0.37755097656142766,0.00017170909714689622,0.018664032298575675,3.732806459715135e-05,0.05871704561131908,7.465612919430271e-06
36,7,0.9465067412517295,0.0,4.0810017731717737e-05,4.0810017731717737e-05,4.0810017731717737e-05,0.02652651152561653,0.00016324007092687095,0.022445509752444755,0.0001224300531951532,0.32080754938903316,4.0810017731717737e-05
37,2,0.993485210175409,0.0,1.4468371685774751e-05,1.4468371685774751e-05,1.4468371685774751e-05,0.005063930090021163,2.8936743371549503e-05,0.005063930090021163,2.8936743371549503e-05,0.11373586982187532,0.0
38,1,0.9005367251239281,0.0,4.5034341979859716e-05,1.5011447326619906e-05,1.5011447326619906e-05,0.4184891285715097,0.0002551946045525384,0.0,0.0,0.11789990730327274,1.5011447326619906e-05
39,0,0.2672194730268389,0.0,0.00012280306664836347,0.00012280306664836347,0.00012280306664836347,0.0,0.0,0.0,0.0,0.9636356639897082,0.00012280306664836347
40,7,0.9739583786957923,0.0,2.8136075187652887e-05,2.8136075187652887e-05,2.8136075187652887e-05,0.049238131578392554,0.00011254430075061155,0.014068037593826443,2.8136075187652887e-05,0.22086819022307516,0.0
41,6,0.2599495827488796,0.0,9.93121615086455e-05,2.4828040377161375e-05,2.4828040377161375e-05,0.9457993701275854,0.0006455290498061958,0.0,0.0,0.19465183655694518,2.4828040377161375e-05
42,5,0.9771834820738889,0.0,1.6201871604362062e-05,1.6201871604362062e-05,1.6201871604362062e-05,0.16201871604362061,0.0004212486617134136,0.0526560827141767,0.00014581684443925854,0.12684445279055057,1.6201871604362062e-05
43,2,0.9996269796288618,0.0,4.841644866646193e-06,1.6138816222153977e-06,1.6138816222153977e-06,0.024221135386208688,2.2594342711015566e-05,0.0,0.0,0.012618940404102195,1.6138816222153977e-06
44,5,0.9865730696740774,0.0,2.4408042297725815e-05,8.136014099241939e-06,8.136014099241939e-06,0.15045930873728117,0.0001464482537863549,0.0,0.0,0.06352599808688106,0.0
45,2,0.9963689682778477,0.00333542932624125,3.4492547324108066e-06,3.4492547324108066e-06,3.4492547324108066e-06,0.08140241168489504,4.828956625375129e-05,0.006898509464821613,1.3797018929643226e-05,0.023744669577915992,3.4492547324108066e-06
46,2,0.9899981654714174,0.0,2.1443384280701293e-05,1.0721692140350646e-05,1.0721692140350646e-05,0.12023305566189216,6.433015284210388e-05,0.0,0.0,0.07380812869417386,0.0
47,5,0.9711455016338707,0.0,2.6301199805922185e-05,2.6301199805922185e-05,2.6301199805922185e-05,0.1551770788549409,0.0001578071988355331,0.007890359941776656,5.260239961184437e-05,0.1809259534649387,2.6301199805922185e-05
48,1,0.8934059814105542,0.0,3.8118926274770484e-05,1.270630875825683e-05,1.270630875825683e-05,0.4406293751188303,0.0003049514101981639,0.006353154379128414,1.270630875825683e-05,0.0873558727130157,1.270630875825683e-05
49,7,0.9239718417408876,0.0,5.418871865233051e-05,5.418871865233051e-05,5.418871865233051e-05,0.06231702645018009,0.00021675487460932205,0.06231702645018009,0.00021675487460932205,0.372168119704206,0.0
50,2,0.9945738393810515,0.0,9.19735002248122e-06,9.19735002248122e-06,9.19735002248122e-06,0.0585687249431604,4.598675011240609e-05,0.0585687249431604,4.598675011240609e-05,0.06294666355386146,0.0
51,0,0.185721244705995,0.0,0.00014286249592768846,0.00014286249592768846,0.00014286249592768846,0.052859123493244724,0.00014286249592768846,0.0,0.0,0.9811796220313642,0.0
52,5,0.9346232194734899,0.0,3.1540212078645755e-05,7.885053019661439e-06,7.885053019661439e-06,0.35149200845744794,0.00029963201474713465,0.0,0.0,0.054154544139034755,7.885053019661439e-06
53,2,0.9975464469116138,0.0,8.217360244751545e-06,8.217360244751545e-06,8.217360244751545e-06,0.04084028041641518,6.573888195801236e-05,0.0053412841590885045,1.643472048950309e-05,0.056609394726093394,8.217360244751545e-06
54,2,0.9843691374908211,0.0,2.5669373565526783e-05,2.5669373565526783e-05,2.5669373565526783e-05,0.0,0.0,0.0,0.0,0.17611757203307926,0.0
55,7,0.8988139300382813,0.0,6.22102664755178e-05,6.22102664755178e-05,6.22102664755178e-05,0.10109168302271644,0.0003732615988531068,0.0,0.0,0.4265135869561501,0.0
56,1,0.9081605624473226,0.0,4.781616998314212e-05,1.195404249578553e-05,1.195404249578553e-05,0.41048986526277936,0.00016735659494099744,0.0,0.0,0.08211231790355081,0.0
57,2,0.9790113421752709,0.0,2.6971495459123666e-05,2.6971495459123666e-05,2.6971495459123666e-05,0.08361163592328337,0.00013485747729561834,0.0161828972754742,8.0914486377371e-05,0.18515931632688398,2.6971495459123666e-05
58,3,0.7390826817212256,0.0,5.823063910401756e-05,1.9410213034672523e-05,1.9410213034672523e-05,0.6604130882916979,0.00015528170427738018,0.0,0.0,0.13270762651805604,0.0
59,5,0.9689242843283268,0.0,3.0559650675844534e-05,1.018655022528151e-05,1.018655022528151e-05,0.2362057266238277,0.00023429065518147476,0.022410410495619325,7.130585157697058e-05,0.06993066729655757,1.018655022528151e-05
60,2,0.9920731249641287,0.0,2.2135101741764177e-05,7.378367247254726e-06,7.378367247254726e-06,0.11501398865020666,0.00010329714146156616,0.0,0.0,0.05062297768341467,0.0
61,3,0.7255522751987774,0.0,3.642696431362473e-05,3.642696431362473e-05,3.642696431362473e-05,0.6411509988841089,0.00040069660744987206,0.0,0.0,0.24999825608440654,0.0
62,4,0.8275951649442089,0.0,8.177817835417084e-05,8.177817835417084e-05,8.177817835417084e-05,0.0,0.0,0.0,0.0,0.5613254162230287,0.0
63,2,0.9968398003918308,0.0,2.7488261160919883e-06,2.7488261160919883e-06,2.7488261160919883e-06,0.07718428851374694,2.1990608928735907e-05,0.0,0.0,0.018788226503488742,0.0
64,2,0.9963331205473228,0.0,1.2415365988128633e-05,1.2415365988128633e-05,1.2415365988128633e-05,0.011111752559375127,2.4830731976257267e-05,0.0,0.0,0.08483419579688295,0.0
65,1,0.8395080897797786,0.0,4.671373426826679e-05,1.5571244756088932e-05,1.5571244756088932e-05,0.5257942216788549,0.0007007060140240018,0.08642040839629357,0.000451566097926579,0.10628931670506304,1.5571244756088932e-05
66,4,0.7993647627556281,0.0,8.526557469393365e-05,8.526557469393365e-05,8.526557469393365e-05,0.1492147557143839,0.0005968590228575356,0.0,0.0,0.5820228128607912,0.0
67,1,0.9180623502171371,0.0,4.4117993210574004e-05,1.1029498302643501e-05,1.1029498302643501e-05,0.3891979066053812,0.00019853096944758304,0.0,0.0,0.07540867989517362,0.0
68,2,0.9941817446223918,0.0,1.2927400619236615e-05,4.309133539745539e-06,4.309133539745539e-06,0.10362173423026096,5.170960247694646e-05,0.0,0.0,0.029414145542303045,4.309133539745539e-06
69,5,0.9545451398407959,0.0,6.0341686569365695e-05,2.01138955231219e-05,2.01138955231219e-05,0.2538574753973215,0.0003218223283699504,0.0,0.0,0.15620451263256466,2.01138955231219e-05
70,5,0.9779302555894521,0.05828723377685476,2.317123187312851e-05,1.1585615936564254e-05,1.1585615936564254e-05,0.17883556759680583,0.00018536985498502807,0.013323458327048893,4.634246374625702e-05,0.089973893363358,0.0
71,5,0.9873427298874758,0.0,1.564813785055393e-05,3.912034462638482e-06,3.912034462638482e-06,0.15564811516499727,5.085644801430026e-05,0.0,0.0,0.03046301236056586,0.0
72,2,0.999641814304586,0.0,5.4489557748080065e-06,1.8163185916026687e-06,1.8163185916026687e-06,0.022703982395033358,2.3612141690834694e-05,9.081592958013344e-05,1.8163185916026687e-06,0.014169101333092418,0.0
73,4,0.8499795326478041,0.0,6.721331113773558e-05,6.721331113773558e-05,6.721331113773558e-05,0.04241159932791115,0.0002688532445509423,0.04241159932791115,0.0002688532445509423,0.523390053829547,0.0
74,5,0.9779191131209415,0.0,2.3684737172635362e-05,7.894912390878453e-06,7.894912390878453e-06,0.1998044427883519,0.00013421351064493372,0.0,0.0,0.061256625240825924,0.0
75,2,0.990964477215398,0.0,2.2891126053131137e-05,7.630375351043714e-06,7.630375351043714e-06,0.12037680153806561,0.00016786825772296168,0.0,0.0,0.05915066972129086,0.0
76,2,0.9951519267749159,0.0,9.098115988068347e-06,9.098115988068347e-06,9.098115988068347e-06,0.06857250020207113,0.00014556985580909356,0.0,0.0,0.07050130079154163,0.0
77,5,0.956773630655307,0.0,3.4429631265878246e-05,8.607407816469562e-06,8.607407816469562e-06,0.2830373912289686,0.00016354074851292164,0.0,0.0,0.06688816614178496,0.0
78,3,0.7852191641974295,0.0,6.3789687980619e-05,1.594742199515475e-05,1.594742199515475e-05,0.6065920904297012,0.0002870535959127855,0.0,0.0,0.1244058389842022,1.594742199515475e-05
79,6,0.44910990174260146,0.0,5.773214491754955e-05,1.154642898350991e-05,1.154642898350991e-05,0.888936474582461,0.00018474286373615855,0.00641981451483151,1.154642898350991e-05,0.0897272996308555,1.154642898350991e-05
80,6,0.1281499955768181,0.0,2.952764875041892e-05,2.952764875041892e-05,2.952764875041892e-05,0.9651111994074423,0.00014763824375209458,0.0,0.0,0.2283373077869895,2.952764875041892e-05
81,2,0.9968429636401516,0.0,1.1271021603068095e-05,1.1271021603068095e-05,1.1271021603068095e-05,0.013525225923681715,3.3813064809204284e-05,0.013525225923681715,3.3813064809204284e-05,0.07705997470017657,0.0
82,4,0.7774495869930981,0.0,9.196233581654815e-05,9.196233581654815e-05,9.196233581654815e-05,0.04579724323664098,0.0008276610223489334,0.0,0.0,0.627275092604675,0.0
83,2,0.9936425090355198,0.0,1.6029077416285203e-05,1.6029077416285203e-05,1.6029077416285203e-05,0.026047250801463456,9.617446449771121e-05,0.0,0.0,0.1095266859854768,0.0
84,7,0.9598622244091951,0.0,3.983987981609576e-05,3.983987981609576e-05,3.983987981609576e-05,0.06971978967816758,0.0002788791587126703,0.0,0.0,0.27166814046595694,0.0
85,6,0.5149518709834922,0.0,7.269635086446046e-05,1.4539270172892094e-05,1.4539270172892094e-05,0.8513760435140423,0.0002617068631120577,0.013085343155602884,4.3617810518676283e-05,0.09905604768791383,1.4539270172892094e-05
86,5,0.9688045030634458,0.0,2.4049362105636128e-05,2.4049362105636128e-05,2.4049362105636128e-05,0.18563702609340527,0.00012024681052818064,0.0,0.0,0.16418499509517784,2.4049362105636128e-05
87,2,0.9993184543189862,0.0,4.918898273367098e-06,1.6396327577890327e-06,1.6396327577890327e-06,0.03512421293735666,3.607192067135872e-05,0.001967559309346839,1.3117062062312261e-05,0.011182295408121202,0.0
88,2,0.9867427000205299,0.0,3.1549012837770525e-05,1.5774506418885263e-05,1.5774506418885263e-05,0.12102201324568775,0.0002523921027021642,0.011042154493219684,1.5774506418885263e-05,0.10756635927037861,0.0
89,2,0.9876902888813263,0.0,2.039291988688139e-05,2.039291988688139e-05,2.039291988688139e-05,0.07137521960408486,8.157167954752556e-05,0.010196459943440693,2.039291988688139e-05,0.13881460567000162,2.039291988688139e-05
90,3,0.6607370268086222,0.0,3.221850140475045e-05,3.221850140475045e-05,3.221850140475045e-05,0.7168616562556974,0.0002577480112380036,0.04027312675593806,0.00016109250702375224,0.21889249854387455,3.221850140475045e-05
91,0,0.2617959915699032,0.0,0.00013089799578495158,0.00013089799578495158,0.00013089799578495158,0.2617959915699032,0.0005235919831398063,0.2617959915699032,0.0005235919831398063,0.8912844532997353,0.0
92,1,0.9034629160124725,0.0,4.596079899337255e-05,1.1490199748343137e-05,1.1490199748343137e-05,0.4214490365694779,0.0002872549937085784,0.0,0.0,0.07832869168445517,1.1490199748343137e-05
93,2,0.9982269004760217,0.0,6.953087085215313e-06,6.953087085215313e-06,6.953087085215313e-06,0.03476543542607657,3.4765435426076566e-05,0.010429630627822971,2.085926125564594e-05,0.0471766958731859,6.953087085215313e-06
94,1,0.8579499579659278,0.0,2.3119228828124316e-05,4.623845765624863e-06,4.623845765624863e-06,0.5125949177314068,0.00018032998485936966,0.013640345008593346,7.398153224999781e-05,0.03134042659940532,4.623845765624863e-06
95,7,0.9159629975974751,0.0,5.45345914263798e-05,5.45345914263798e-05,5.45345914263798e-05,0.15678695035084192,0.0008725534628220768,0.0,0.0,0.3693627877308704,0.0
96,2,0.9885395233744997,0.0,1.7238160000252847e-05,1.7238160000252847e-05,1.7238160000252847e-05,0.09584416960140582,0.00039647768000581544,0.0,0.0,0.11663339056171076,0.0
97,1,0.9158011487070465,0.0,3.589195385969495e-05,8.972988464923738e-06,8.972988464923738e-06,0.39702782060748065,0.0001435678154387798,0.0,0.0,0.06063945604595462,0.0
98,7,0.9555062124011994,0.0,4.280174755425548e-05,4.280174755425548e-05,4.280174755425548e-05,0.058852402887101286,0.00017120699021702193,0.0,0.0,0.28904020123388724,0.0
99,5,0.9500760165112624,0.0,4.3968716054760384e-05,1.4656238684920127e-05,1.4656238684920127e-05,0.2958215216164279,0.00019053110290396166,0.0,0.0,0.09922273589690926,1.4656238684920127e-05
100,6,0.3990915232942198,0.018811859169475507,7.957639242586932e-05,1.5915278485173865e-05,1.5915278485173865e-05,0.9104016751874006,0.0002228138987924341,0.0,0.0,0.10742812977492358,1.5915278485173865e-05
101,4,0.7663849691032245,0.0,9.516763555236863e-05,9.516763555236863e-05,9.516763555236863e-05,0.0,0.0,0.0,0.0,0.6423815399784882,9.516763555236863e-05
102,2,0.9820305713053382,0.0,2.796294231912464e-05,2.796294231912464e-05,2.796294231912464e-05,0.0,0.0,0.0,0.0,0.1887218977117722,0.0
103,7,0.9628390732048868,0.0,3.358701898367066e-05,3.358701898367066e-05,3.358701898367066e-05,0.12967948029595242,0.0002351091328856946,0.06885338891652486,0.00016793509491835329,0.22667879112079328,3.358701898367066e-05
104,2,0.981236942881148,0.0,2.8584989742218896e-05,2.8584989742218896e-05,2.8584989742218896e-05,0.0,0.0,0.0,0.0,0.19280575581126647,0.0
105,6,0.06063426762631578,0.0,8.119210983705916e-05,1.623842196741183e-05,1.623842196741183e-05,0.9921026285209933,0.000292291595413413,0.002435763295111775,3.247684393482366e-05,0.10977173249970398,1.623842196741183e-05
106,1,0.8896875969318989,0.010883197652555751,9.207443022466795e-06,9.207443022466795e-06,2.7622329067400384e-05,0.4517079472391985,0.00023939351858413667,0.021177118951673627,8.286698720220115e-05,0.06203975108538126,9.207443022466795e-06
107,2,0.9881418330439931,0.0,2.2716948665317784e-05,2.2716948665317784e-05,2.2716948665317784e-05,0.0,0.0,0.0,0.0,0.1535438560288829,2.2716948665317784e-05
108,1,0.8751152476525956,0.0,4.134044677953543e-05,1.0335111694883857e-05,1.0335111694883857e-05,0.4788774003824435,0.00014469156372837397,0.0005167555847441928,1.0335111694883857e-05,0.06963798260012742,1.0335111694883857e-05
109,6,0.40982880237467856,0.0,0.00010857830239096001,2.7144575597740003e-05,2.7144575597740003e-05,0.8935179949508076,0.0007057589655412401,0.014929516578757001,8.143372679322e-05,0.18287300580197438,2.7144575597740003e-05
110,2,0.993972483253129,0.0,1.647295283787551e-05,5.490984279291837e-06,5.490984279291837e-06,0.10111647550315918,8.236476418937755e-05,0.0,0.0,0.042357452730457226,0.0
111,2,0.9992224275548631,0.0,3.342876065299916e-06,3.342876065299916e-06,3.342876065299916e-06,0.028581590358314278,3.6771636718299075e-05,0.008524333966514785,2.6743008522399327e-05,0.02578694596772355,3.342876065299916e-06
112,1,0.8802478813685423,0.0,3.543728084866674e-05,7.087456169733347e-06,7.087456169733347e-06,0.4701109677384129,0.000163011491903867,0.034253675668321264,7.087456169733347e-05,0.054644287068644104,0.0
113,2,0.9903435902187188,0.0,1.740314888093907e-05,1.740314888093907e-05,1.740314888093907e-05,0.03506734499509223,0.0002262409354522079,0.0,0.0,0.13412606842539743,1.740314888093907e-05
114,2,0.9994892031467398,0.0,3.3807873248592527e-06,3.3807873248592527e-06,3.3807873248592527e-06,0.01833062887538687,6.761574649718505e-05,0.002765484031734869,6.7615746497185055e-06,0.02603206240141625,3.3807873248592527e-06
115,5,0.9392042941368026,0.0,4.204262858352096e-05,1.401420952784032e-05,1.401420952784032e-05,0.32597051361756585,0.000350355238196008,0.0,0.0,0.10788138494531478,0.0
116,2,0.9972830934192155,0.0,1.3854329025668598e-05,6.927164512834299e-06,6.927164512834299e-06,0.05088695051128076,7.619880964117728e-05,0.0,0.0,0.05326296793918292,0.0
117,2,0.9999644623375635,0.0,1.0313600949891277e-06,1.0313600949891277e-06,1.0313600949891277e-06,0.002578400237472819,3.094080284967383e-06,0.0010313600949891275,2.0627201899782553e-06,0.007960037213126088,1.0313600949891277e-06
118,5,0.9792227937167942,0.0,2.3940902010108656e-05,7.980300670036218e-06,7.980300670036218e-06,0.1932988428296173,0.00011970451005054327,0.0,0.0,0.06130466974721823,7.980300670036218e-06
119,7,0.8981519082470987,0.0,5.416100272852311e-05,5.416100272852311e-05,5.416100272852311e-05,0.14217263216237316,0.00037912701909966173,0.0,0.0,0.4160648229605145,5.416100272852311e-05
120,2,0.9950450573480398,0.0,1.2832667750168168e-05,1.2832667750168168e-05,1.2832667750168168e-05,0.012832667750168168,1.2832667750168168e-05,0.0,0.0,0.09859338632454204,0.0
121,1,0.850452219063756,0.0,2.072999568713269e-05,4.145999137426538e-06,4.145999137426538e-06,0.5250078707723225,0.0001865699611841942,0.009328498059209711,4.145999137426538e-05,0.03179152138578669,4.145999137426538e-06
122,1,0.9070070876744598,0.0,4.4258281292822594e-05,1.1064570323205649e-05,1.1064570323205649e-05,0.4123322776645817,0.00019916226581770166,0.01161779883936593,3.3193710969616946e-05,0.08476567324607846,1.1064570323205649e-05
123,1,0.8767381453188723,0.0,5.565649066732864e-05,1.8552163555776213e-05,1.8552163555776213e-05,0.45949998694946526,0.0003524911075597481,0.0,0.0,0.14209102067369,1.8552163555776213e-05
124,1,0.8727790439724101,0.0,4.493128838066951e-05,1.1232822095167378e-05,1.1232822095167378e-05,0.4804839651207846,0.0001460266872371759,0.0,0.0,0.0859760203164111,0.0
125,5,0.9611446041792989,0.003587592024796941,2.870073619837553e-05,7.175184049593882e-06,7.175184049593882e-06,0.27028918314820155,0.00012915331289268988,0.010762776074390823,2.1525552148781647e-05,0.05491885871559157,7.175184049593882e-06
126,5,0.9513839446907748,0.0,7.90102003018595e-06,1.58020400603719e-06,1.58020400603719e-06,0.3077494707877609,4.1085304156966944e-05,0.0035554590135836775,1.58020400603719e-05,0.012091721054196578,1.58020400603719e-06
127,5,0.9659839349266595,0.0,1.812777733852516e-05,4.53194433463129e-06,4.53194433463129e-06,0.2551847215944187,0.0001858097177198829,0.02356611054008271,6.344722068483806e-05,0.03464671443825621,4.53194433463129e-06
128,5,0.9697796805795879,0.0,4.012909112116309e-05,2.0064545560581547e-05,2.0064545560581547e-05,0.203113394709767,0.00028090363784814165,0.0,0.0,0.13517484344163788,2.0064545560581547e-05
129,5,0.9659845432045778,0.0,2.7177339003469747e-05,6.794334750867437e-06,6.794334750867437e-06,0.25452257410224505,0.0001494753645190836,0.0,0.0,0.04573946154283958,6.794334750867437e-06
130,7,0.9331458302648639,0.0,5.341724370398213e-05,5.341724370398213e-05,5.341724370398213e-05,0.0,0.0,0.0,0.0,0.3594980501277998,5.341724370398213e-05
131,7,0.945502159568193,0.0,4.769722845019386e-05,4.769722845019386e-05,4.769722845019386e-05,0.05222846515296228,0.0001430916853505816,0.015978571530814945,4.769722845019386e-05,0.3210023474698047,4.769722845019386e-05
132,2,0.9974085188730345,0.0,6.87517073268149e-06,6.87517073268149e-06,6.87517073268149e-06,0.05500136586145192,2.750068293072596e-05,0.0,0.0,0.04637990176266933,6.87517073268149e-06
133,2,0.9919596739950526,0.0,9.811571339502603e-06,9.811571339502603e-06,9.811571339502603e-06,0.10645554903360324,0.00010792728473452862,0.018151406978079813,5.886942803701562e-05,0.065982817258155,9.811571339502603e-06
134,2,0.9914312353630472,0.0,2.3615251580724918e-05,7.871750526908305e-06,7.871750526908305e-06,0.11929637923529537,0.00011807625790362459,0.0,0.0,0.053220905312427055,7.871750526908305e-06
135,2,0.9965474168045216,0.006820721941409992,3.8404965886317526e-06,3.8404965886317526e-06,3.8404965886317526e-06,0.07363000059724796,9.985291130442556e-05,0.02754404153366693,8.83314215385303e-05,0.02581965856537127,3.8404965886317526e-06
136,5,0.9743460690959996,0.0,3.0142649355628073e-05,7.535662338907018e-06,7.535662338907018e-06,0.21928023839985533,0.00011303493508360528,0.0,0.0,0.05065472224213298,0.0
137,1,0.8863046612843343,0.0,3.4318973932134294e-05,8.579743483033573e-06,8.579743483033573e-06,0.45946242300341394,0.00018875435662673863,0.006005820438123501,2.5739230449100722e-05,0.057638716719019545,8.579743483033573e-06
138,2,0.9977027262190308,0.0,6.218269747761134e-06,6.218269747761134e-06,6.218269747761134e-06,0.053340317896295016,0.00015545674369402837,0.0,0.0,0.04176189962596378,6.218269747761134e-06
